indicatorId,geoUnit,year,value,qualifier,magnitude
EA.6T8.AG25T99,ESP,2022,24.7066158552807,UIS_EST,
EA.6T8.AG25T99,EST,2014,29.1377522911322,UIS_EST,
EA.6T8.AG25T99,EST,2015,29.7758218878281,UIS_EST,
EA.6T8.AG25T99,EST,2016,30.4089938538852,UIS_EST,
EA.6T8.AG25T99,EST,2017,31.7200997364782,UIS_EST,
EA.6T8.AG25T99,EST,2018,33.5756821281197,UIS_EST,
EA.6T8.AG25T99,EST,2019,33.4643721424201,UIS_EST,
EA.6T8.AG25T99,EST,2020,30.85000038146973,,
EA.6T8.AG25T99,EST,2021,31.7315712945493,UIS_EST,
EA.6T8.AG25T99,EST,2022,32.6602195135128,UIS_EST,
EA.6T8.AG25T99,ETH,2013,1.25512236208403,UIS_EST,
EA.6T8.AG25T99,ETH,2016,1.333009958267212,,
EA.6T8.AG25T99,ETH,2021,6.28919628564445,UIS_EST,
EA.6T8.AG25T99,FIN,2010,0.945088148965504,UIS_EST,
EA.6T8.AG25T99,FIN,2011,0.987624984293997,UIS_EST,
EA.6T8.AG25T99,FIN,2012,21.13999938964844,,
EA.6T8.AG25T99,FIN,2013,21.88999938964844,,
EA.6T8.AG25T99,FIN,2014,22.51000022888184,,
EA.6T8.AG25T99,FIN,2015,23.03000068664551,,
EA.6T8.AG25T99,FIN,2016,25.4359483800168,UIS_EST,
EA.6T8.AG25T99,FIN,2017,24.34000015258789,,
EA.6T8.AG25T99,FIN,2018,27.8136771931862,UIS_EST,
EA.6T8.AG25T99,FIN,2019,25.94000053405762,,
EA.6T8.AG25T99,FIN,2020,30.9471298520167,UIS_EST,
EA.6T8.AG25T99,FIN,2021,28.2076779567255,UIS_EST,
EA.6T8.AG25T99,FIN,2022,28.7976658607386,UIS_EST,
EA.6T8.AG25T99,FIN,2023,29.88814739909036,UIS_EST,
EA.6T8.AG25T99,FJI,2014,6.78124574624051,UIS_EST,
EA.6T8.AG25T99,FJI,2017,5.170000076293945,,
EA.6T8.AG25T99,FJI,2021,10.0197696685791,,
EA.6T8.AG25T99,FRA,2014,16.38999938964844,,
EA.6T8.AG25T99,FRA,2015,17.65999984741211,,
EA.6T8.AG25T99,FRA,2016,17.39999961853027,,
EA.6T8.AG25T99,FRA,2017,18,,
EA.6T8.AG25T99,FRA,2018,19.2230121754124,UIS_EST,
